106
65
40	25
"cg00702417"	"cg00118342"	3.0	0.0
"cg00752195"	"cg00408231"	1.0	0.0
"cg00827893"	"cg00118342"	0.0	2.0
"cg00827893"	"cg00702417"	0.0	2.0
"cg00853237"	"cg00752195"	1.0	0.0
"cg00853237"	"cg00827893"	0.0	1.0
"cg00865962"	"cg00118342"	2.0	0.0
"cg00865962"	"cg00702417"	2.0	0.0
"cg00865962"	"cg00827893"	0.0	1.0
"cg00934120"	"cg00118342"	0.0	1.0
"cg00934120"	"cg00702417"	0.0	1.0
"cg00934120"	"cg00827893"	1.0	0.0
"cg00934120"	"cg00865962"	0.0	1.0
"cg00983697"	"cg00118342"	2.0	0.0
"cg00983697"	"cg00702417"	1.0	0.0
"cg00983697"	"cg00827893"	0.0	1.0
"cg00983697"	"cg00865962"	1.0	0.0
"cg00983697"	"cg00934120"	0.0	1.0
"cg01064363"	"cg00752195"	1.0	0.0
"cg01064363"	"cg00853237"	1.0	0.0
"cg01066936"	"cg00118342"	0.0	5.0
"cg01066936"	"cg00702417"	0.0	3.0
"cg01066936"	"cg00827893"	2.0	0.0
"cg01066936"	"cg00865962"	0.0	2.0
"cg01066936"	"cg00934120"	1.0	0.0
"cg01066936"	"cg00983697"	0.0	1.0
"cg01085569"	"cg00827893"	1.0	0.0
"cg01085569"	"cg00853237"	0.0	1.0
"cg01176141"	"cg00752195"	2.0	0.0
"cg01176141"	"cg00827893"	0.0	1.0
"cg01176141"	"cg00853237"	2.0	0.0
"cg01176141"	"cg01064363"	1.0	0.0
"cg01176141"	"cg01085569"	0.0	1.0
"cg01287088"	"cg00408231"	1.0	0.0
"cg01287088"	"cg00702638"	0.0	1.0
"cg01287088"	"cg00752195"	7.0	0.0
"cg01287088"	"cg00853237"	1.0	0.0
"cg01287088"	"cg01064363"	1.0	0.0
"cg01287088"	"cg01176141"	2.0	0.0
"cg01333824"	"cg00752195"	1.0	0.0
"cg01333824"	"cg00827893"	0.0	1.0
"cg01333824"	"cg00853237"	2.0	0.0
"cg01333824"	"cg01064363"	1.0	0.0
"cg01333824"	"cg01085569"	0.0	1.0
"cg01333824"	"cg01176141"	3.0	0.0
"cg01333824"	"cg01287088"	1.0	0.0
"cg01602153"	"cg00827893"	0.0	1.0
"cg01602153"	"cg00853237"	1.0	0.0
"cg01602153"	"cg01085569"	0.0	1.0
"cg01602153"	"cg01176141"	2.0	0.0
"cg01602153"	"cg01333824"	1.0	0.0
"cg01659586"	"cg00598009"	1.0	0.0
"cg01659586"	"cg00827893"	0.0	3.0
"cg01659586"	"cg00853237"	1.0	0.0
"cg01659586"	"cg01085569"	0.0	1.0
"cg01659586"	"cg01176141"	3.0	0.0
"cg01659586"	"cg01333824"	2.0	0.0
"cg01659586"	"cg01602153"	2.0	0.0
"cg01742263"	"cg00408231"	1.0	0.0
"cg01742263"	"cg00702638"	0.0	1.0
"cg01742263"	"cg00752195"	6.0	0.0
"cg01742263"	"cg00827893"	0.0	1.0
"cg01742263"	"cg01176141"	1.0	0.0
"cg01742263"	"cg01287088"	10.0	0.0
"cg01742263"	"cg01659586"	1.0	0.0
