RNA	Complexity Score	Complexity Rank
TNMD	0.00408535513308219	1
LIPE	0.00408535513308219	2
ASPA	0.00408535513308219	3
KCNIP2	0.00408535513308219	4
CD36	0.00408535513308219	5
RDH5	0.00408535513308219	6
ALDH1L1	0.00408535513308219	7
GLYAT	0.00408535513308219	8
PLIN1	0.00408535513308219	9
GPD1	0.00408535513308219	10
PLIN4	0.00408535513308219	11
MRAP	0.00408535513308219	12
FABP4	0.00408535513308219	13
LEP	0.00408535513308219	14
CIDEA	0.00408535513308219	15
C14orf180	0.00408535513308219	16
TRARG1	0.00408535513308219	17
CIDEC	0.00408535513308219	18
ADH1B	0.00408535513308219	19
GPX3	0.00408535513308219	20
LINC01697	0.00408535513308219	21
GDF10	0.00408535513308219	22
FXYD1	0.00408535513308219	23
MEOX1	0.003987815845552759	24
SCN4A	0.003987815845552759	25
PYGM	0.003987815845552759	26
MEOX2	0.003987815845552759	27
AVPR2	0.003987815845552759	28
USHBP1	0.003987815845552759	29
TSPAN7	0.003987815845552759	30
TAL1	0.003987815845552759	31
FAM110D	0.003987815845552759	32
CADM3-AS1	0.003987815845552759	33
AL109741.1	0.003987815845552759	34
INMT	0.003987815845552759	35
CLCA4	0.003949498113133925	36
SMYD1	0.003949498113133925	37
PLCZ1	0.003949498113133925	38
RNF186	0.003949498113133925	39
OXTR	0.003949498113133925	40
LINC02660	0.003949498113133925	41
AL353693.1	0.003949498113133925	42
AC104237.3	0.003949498113133925	43
AC084759.3	0.003949498113133925	44
FAM172BP	0.003948851718534018	45
TRAV39	0.003948851718534018	46
IL21-AS1	0.003948851718534018	47
LINC02132	0.003927725677996285	48
KDM5D	0.0039273324822295015	49
ZFY	0.0039273324822295015	50
TXLNGY	0.0039273324822295015	51
TTTY14	0.0039273324822295015	52
UTY	0.0039273324822295015	53
EIF1AY	0.0039273324822295015	54
GYG2P1	0.0039273324822295015	55
AC006157.1	0.0039273324822295015	56
LINC00278	0.0039273324822295015	57
AC010889.1	0.0039273324822295015	58
RUNX1T1	0.003919499802345932	59
ABCA6	0.003919499802345932	60
MME	0.003919499802345932	61
