"cg00221718"	"cg00057791"	+
"cg00232831"	"cg00057791"	-
"cg00261665"	"cg00057791"	-
"cg00408231"	"cg00057791"	+
"cg00465073"	"cg00057791"	+
"cg00598009"	"cg00057791"	+
"cg00623200"	"cg00057791"	+
"cg00664343"	"cg00057791"	-
"cg00702638"	"cg00057791"	+
"cg00732251"	"cg00057791"	+
"cg00752195"	"cg00057791"	+
"cg00827893"	"cg00057791"	-
"cg00934120"	"cg00057791"	-
"cg00960700"	"cg00057791"	+
"cg00964400"	"cg00057791"	-
"cg01058584"	"cg00057791"	-
"cg01105948"	"cg00057791"	-
"cg01165159"	"cg00057791"	-
"cg01176141"	"cg00057791"	-
"cg01274524"	"cg00057791"	-
"cg01287088"	"cg00057791"	-
"cg01314643"	"cg00057791"	-
"cg01464067"	"cg00057791"	+
"cg01560873"	"cg00057791"	+
"cg01602153"	"cg00057791"	+
"cg01715143"	"cg00057791"	+
"cg01738638"	"cg00057791"	-
"cg01742263"	"cg00057791"	-
"cg01819880"	"cg00057791"	-
"cg00118342"	"cg00098336"	-
"cg00221718"	"cg00098336"	-
"cg00232831"	"cg00098336"	+
"cg00252534"	"cg00098336"	-
"cg00351750"	"cg00098336"	-
"cg00369058"	"cg00098336"	-
"cg00374492"	"cg00098336"	-
"cg00408231"	"cg00098336"	-
"cg00500027"	"cg00098336"	-
"cg00598009"	"cg00098336"	-
"cg00623200"	"cg00098336"	-
"cg00702638"	"cg00098336"	+
"cg00732251"	"cg00098336"	-
"cg00752195"	"cg00098336"	-
"cg00813993"	"cg00098336"	-
"cg00859178"	"cg00098336"	-
"cg00926400"	"cg00098336"	-
"cg00934120"	"cg00098336"	+
"cg00960700"	"cg00098336"	-
"cg00964400"	"cg00098336"	-
"cg00983697"	"cg00098336"	-
"cg01058584"	"cg00098336"	-
"cg01064363"	"cg00098336"	-
"cg01105948"	"cg00098336"	+
"cg01219670"	"cg00098336"	+
"cg01321816"	"cg00098336"	-
"cg01532075"	"cg00098336"	+
"cg01532075"	"cg00098336"	-
"cg01577414"	"cg00098336"	-
"cg01695023"	"cg00098336"	-
"cg01734786"	"cg00098336"	-
"cg01746522"	"cg00098336"	-
"cg00221718"	"cg00118342"	+
"cg00351750"	"cg00118342"	+
"cg00369058"	"cg00118342"	+
"cg00465073"	"cg00118342"	+
"cg00465073"	"cg00118342"	-
"cg00500027"	"cg00118342"	+
"cg00598009"	"cg00118342"	+
"cg00632863"	"cg00118342"	-
"cg00664343"	"cg00118342"	-
"cg00702638"	"cg00118342"	+
"cg00702638"	"cg00118342"	-
"cg00763889"	"cg00118342"	+
"cg00765710"	"cg00118342"	-
"cg00852398"	"cg00118342"	+
"cg00853237"	"cg00118342"	+
"cg00853237"	"cg00118342"	-
"cg00859178"	"cg00118342"	+
"cg00926400"	"cg00118342"	+
"cg00946316"	"cg00118342"	-
"cg00960700"	"cg00118342"	+
"cg00964400"	"cg00118342"	+
"cg00964400"	"cg00118342"	-
"cg01058584"	"cg00118342"	+
"cg01058584"	"cg00118342"	-
"cg01064363"	"cg00118342"	+
"cg01085569"	"cg00118342"	-
"cg01165159"	"cg00118342"	-
"cg01176141"	"cg00118342"	+
"cg01176141"	"cg00118342"	-
"cg01219670"	"cg00118342"	-
"cg01229506"	"cg00118342"	-
"cg01268571"	"cg00118342"	+
"cg01287088"	"cg00118342"	+
"cg01287088"	"cg00118342"	-
"cg01321816"	"cg00118342"	+
"cg01333824"	"cg00118342"	+
"cg01464067"	"cg00118342"	+
"cg01532075"	"cg00118342"	+
"cg01570445"	"cg00118342"	-
"cg01646665"	"cg00118342"	-
"cg01659586"	"cg00118342"	+
"cg01734786"	"cg00118342"	+
"cg01737667"	"cg00118342"	+
"cg01737667"	"cg00118342"	-
"cg01742263"	"cg00118342"	-
"cg01746522"	"cg00118342"	+
"cg00232831"	"cg00221718"	-
"cg00369058"	"cg00221718"	+
"cg00374492"	"cg00221718"	+
"cg00408231"	"cg00221718"	+
"cg00465073"	"cg00221718"	-
"cg00664343"	"cg00221718"	-
"cg00702417"	"cg00221718"	+
"cg00702638"	"cg00221718"	-
"cg00813993"	"cg00221718"	+
"cg00827893"	"cg00221718"	-
"cg00852398"	"cg00221718"	+
"cg00853237"	"cg00221718"	+
"cg00859178"	"cg00221718"	+
"cg00865962"	"cg00221718"	+
"cg00926400"	"cg00221718"	+
"cg00929493"	"cg00221718"	+
"cg00934120"	"cg00221718"	-
"cg00964400"	"cg00221718"	+
"cg01058584"	"cg00221718"	+
"cg01064363"	"cg00221718"	+
"cg01066936"	"cg00221718"	-
"cg01085569"	"cg00221718"	-
"cg01105948"	"cg00221718"	-
"cg01165159"	"cg00221718"	-
"cg01176141"	"cg00221718"	+
"cg01219670"	"cg00221718"	-
"cg01229506"	"cg00221718"	-
"cg01233664"	"cg00221718"	-
"cg01274524"	"cg00221718"	-
"cg01314643"	"cg00221718"	-
"cg01321816"	"cg00221718"	+
"cg01484075"	"cg00221718"	+
"cg01560873"	"cg00221718"	+
"cg01570445"	"cg00221718"	-
"cg01602153"	"cg00221718"	+
"cg01646665"	"cg00221718"	-
"cg01734786"	"cg00221718"	+
"cg01738638"	"cg00221718"	-
"cg01746522"	"cg00221718"	+
"cg01819880"	"cg00221718"	-
"cg00252534"	"cg00232831"	+
"cg00261665"	"cg00232831"	-
"cg00351750"	"cg00232831"	-
"cg00369058"	"cg00232831"	+
"cg00374492"	"cg00232831"	-
"cg00408231"	"cg00232831"	-
"cg00500027"	"cg00232831"	-
"cg00570849"	"cg00232831"	-
"cg00623200"	"cg00232831"	-
"cg00664343"	"cg00232831"	+
"cg00664343"	"cg00232831"	-
"cg00702417"	"cg00232831"	-
"cg00702638"	"cg00232831"	+
"cg00732251"	"cg00232831"	-
"cg00765710"	"cg00232831"	+
"cg00813993"	"cg00232831"	-
"cg00827893"	"cg00232831"	+
"cg00827893"	"cg00232831"	-
"cg00852398"	"cg00232831"	-
"cg00853237"	"cg00232831"	-
"cg00865962"	"cg00232831"	+
"cg00865962"	"cg00232831"	-
"cg00929493"	"cg00232831"	-
"cg00946316"	"cg00232831"	+
"cg00960700"	"cg00232831"	-
"cg00964400"	"cg00232831"	-
"cg00983697"	"cg00232831"	-
"cg01058584"	"cg00232831"	-
"cg01064363"	"cg00232831"	-
"cg01066936"	"cg00232831"	+
"cg01066936"	"cg00232831"	-
"cg01085569"	"cg00232831"	+
"cg01176141"	"cg00232831"	-
"cg01214240"	"cg00232831"	+
"cg01219670"	"cg00232831"	+
"cg01268571"	"cg00232831"	-
"cg01274524"	"cg00232831"	+
