"cg01085569"	"cg00098336"	+
"cg00702417"	"cg00118342"	+
"cg00827893"	"cg00118342"	-
"cg00934120"	"cg00118342"	-
"cg00983697"	"cg00118342"	+
"cg00351750"	"cg00221718"	+
"cg00862883"	"cg00232805"	+
"cg01634119"	"cg00232805"	+
"cg01646665"	"cg00232805"	+
"cg01287088"	"cg00408231"	+
"cg01066936"	"cg00702417"	-
"cg01287088"	"cg00752195"	+
"cg01333824"	"cg00752195"	+
"cg01742263"	"cg00752195"	+
"cg01176141"	"cg00853237"	+
"cg01333824"	"cg00853237"	+
"cg01634119"	"cg00862883"	+
"cg01066936"	"cg00934120"	+
"cg01176141"	"cg01064363"	+
"cg01484075"	"cg01112899"	+
"cg01287088"	"cg01176141"	+
"cg01333824"	"cg01176141"	+
"cg01570445"	"cg01274524"	+
"cg01333824"	"cg01287088"	+
"cg01742263"	"cg01333824"	+
"cg01659586"	"cg01602153"	+
"cg01646665"	"cg01634119"	+
"cg01660993"	"cg01634119"	+
